uid,name,facility,classification,district,sub_district,fax,tel,cel,email,manager,area_type,ownership,postal_area,postal_address,street_address,Location 1,overall_performance,vital_measures,extreme_measures,essential_measures,developmental_measures,facilities_and_infrastructure,clinical_support_services,patient_safety-clinical_governance-clinical_care,operational_management,patients_rights,public_health,leadership_and_corporate_governance,infection_prevention_and_control,improve_patient_safety_and_security,waiting_times,positive_and_caring_attitudes,cleanliness,availability_of_medicines_and_supplies,accommodation-consulting_room-clinic,accommodation-procedure_room-total,accommodation-consulting-room-outpatient-department,accommodation-consulting_room-accident_and_emergency_department,accommodation-medicine_room-number_of,staff-nursing_staff-professional_nurse-vacant,staff-Nursing_Staff-Professional_Nurse-part_time,staff-Nursing_Staff-Professional_Nurse-full_time,staff-Nursing_Staff-Enrolled_Nurse_Assistant-vacant,staff-Nursing_Staff-Enrolled_Nurse_Assistant-part_time,staff-Nursing_Staff-Enrolled_Nurse_Assistant-full_time,staff-Clinical_staff-Other-vacant,staff-Clinical_staff-Other-part_time,staff-Clinical_staff-Other-full_time,staff-Nursing_Staff-Enrolled_Nurs-vacant,staff-Nursing_Staff-Enrolled_Nurs-part_time,staff-Nursing_Staff-Enrolled_Nurs-full_time,staff-Nursing_Staff-Enrolled_Nurse-vacant,staff-Nursing_Staff-Enrolled_Nurse-part_time,staff-Nursing_Staff-Enrolled_Nurse-full_time,staff-Nursing_Staff-Advanced_Midwives-vacant,staff-Nursing_Staff-Advanced_Midwives-part_time,staff-Nursing_Staff-Advanced_Midwives-full_time,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-vacant,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-part_time,staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-full_time,staff-Clinical_staff-Pharmacists-vacant,staff-Clinical_staff-Pharmacists-part_time,staff-Clinical_staff-Pharmacists-full_time,staff-Clinical_staff-Allied_Health_Professionals-vacant,staff-Clinical_staff-Allied_Health_Professionals-part_time,staff-Clinical_staff-Allied_Health_Professionals-full_time,staff-Doctors-Medical_Practitioners-vacant,staff-Doctors-Medical_Practitioners-part_time,staff-Doctors-Medical_Practitioners-full_time,staff-Administrative_staff-Information_management-vacant,staff-Administrative_staff-Information_management-part_time,staff-Administrative_staff-Information_management-full_time,staff-Doctors-External_Visiting_Medical_Practitioners-vacant,staff-Doctors-External_Visiting_Medical_Practitioners-part_time,staff-Doctors-External_Visiting_Medical_Practitioners-full_time,staff-Administrative_staff-Human_Resource-vacant,staff-Administrative_staff-Human_Resource-part_time,staff-Administrative_staff-Human_Resource-full_time,staff-Nursing_Staff-Clinical_Nurse_Practitioners-vacant,staff-Nursing_Staff-Clinical_Nurse_Practitioners-part_time,staff-Nursing_Staff-Clinical_Nurse_Practitioners-full_time,staff-Doctors-Medical_Specialists-vacant,staff-Doctors-Medical_Specialists-part_time,staff-Doctors-Medical_Specialists-full_time,staff-Doctors-Medical_Practitioner_Interns-vacant,staff-Doctors-Medical_Practitioner_Interns-part_time,staff-Doctors-Medical_Practitioner_Interns-full_time,staff-Clinical_staff-Dental-vacant,staff-Clinical_staff-Dental-part_time,staff-Clinical_staff-Dental-full_time,staff-Doctors-Registrars-vacant,staff-Doctors-Registrars-part_time,staff-Doctors-Registrars-full_time,staff-Doctors-External_Visiting_Medical_Specialists-vacant,staff-Doctors-External_Visiting_Medical_Specialists-part_time,staff-Doctors-External_Visiting_Medical_Specialists-full_time,staff-Staffing-Management_staff-vacant,staff-Staffing-Management_staff-part_time,staff-Staffing-Management_staff-full_time,staff-Administrative_staff-General_Admin_/_Support-vacant,staff-Administrative_staff-General_Admin_/_Support-part_time,staff-Administrative_staff-General_Admin_/_Support-full_time,staff-Administrative_staff-Financial-vacant,staff-Administrative_staff-Financial-part_time,staff-Administrative_staff-Financial-full_time,staff-Total_Staff_Compliment-vacant,staff-Total_Staff_Compliment-part_time,staff-Total_Staff_Compliment-full_time,staff-Vacant-vacant,staff-Vacant-part_time,staff-Vacant-full_time,pharmacy_and_dispensary-hours_per_day,clinics-hours_per_day,pharmacy_and_dispensary-days_per_week,in_patients-hours_per_day,clinics-days_per_week,in_patients-days_per_week,emergency_unit-hours_per_day,emergency_unit-days_per_week,out_patients-hours_per_day,out_patients-days_per_week,governance-Strategic_management,governance-Communications_and_public_relations,governance-Staff_welfare_and_employee_wellness,governance-Human_resource_management_and_development,governance-Leadership_and_Corporate_Governance,governance-Operational_Management,governance-Oversight_and_accountability,governance-Financial_management,governance-Risk_management,governance-Supply_chain_and_asset_Management,governance-Quality_Improvement,governance-Effective_leadership
ec_matyantya_clinic_2013_09_18,Matyantya Clinic,Matyantya Clinic,CLINIC,Chris Hani District Municipality,Emalahleni Health sub-District,,0718543778,0728611908,sincwala@vodamail.co.za,P.N Sincwala Maty,RURAL,Facility Owner - Government - Prov,Lady Frere,Matyantya Village Lady Frere,Matyantya Village Lady Frere,"Eastern Cape Province
(-31.785279, 27.072034)",45,44, N/A,45, N/A,34,57,41,50,44,67,67,43,35,40,48,42,74,0,0,,,,2,0,2,2,0,0,5,0,7,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,0,0,0,,,,,,,8,8,7,,,,,,,,50,100,50,50,,50,,,,,,
ec_mawusheni_clinic_2013_09_18,Mawusheni Clinic,Mawusheni Clinic,CLINIC,Chris Hani District Municipality,Intsika Yethu Health sub-District,,,0718595636,,NA Tshayingwe,RURAL,Facility Owner - Government - Local,,,,"Eastern Cape Province
(-31.94064, 27.67016)",47,41, N/A,50, N/A,44,41,51,57,55,0,0,64,33,67,66,29,52,3,0,,,,1,0,2,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,50,0,0,,,,,,,
ec_max_madlingozi_clinic_2013_09_20,Max Madlingozi Clinic,Max Madlingozi Clinic,CLINIC,Nelson Mandela Bay Municipality,Nelson Mandela A Health sub-District,,041 506 2288,082 798 9671,,SB Ngoqo,URBAN,Facility Owner - Government - Local,Kwazakhele,Tshawuka site of service,Tshawuka site of service,"Eastern Cape Province
(-33.869667, 25.58314)",44,49, N/A,42, N/A,36,51,44,29,54,2,33,46,44,43,66,22,40,5,1,,,,2,0,5,1,0,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,0,50,,,,,,,,
ec_maxwele_clinic_2013_09_18,Maxwele Clinic,Maxwele Clinic,CLINIC,Oliver Tambo District Municipality,King Sabata Dalindyebo Health sub-,,0475387283,0733455039,,L. MAVUNENYWANA,RURAL,Facility Owner - Government - Prov,VIEDGESVILLE,PO BOX 12,QOKOLWENI A/A ZIMBANE LOCATION,"Eastern Cape Province
(-31.704023, 28.735492)",63,53, N/A,67, N/A,58,69,51,62,79,90,33,65,53,73,72,53,80,1,0,,,,7,0,3,2,0,2,1,0,6,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,50,50,,,,,,,,
ec_mbalisweni_clinic_2013_09_18,Mbalisweni Clinic,Mbalisweni Clinic,CLINIC,Oliver Tambo District Municipality,Mhlontlo Health sub-District,,0833031631,0723901471,,OM GAQA,RURAL,Facility Owner - Government - Local,QUMBU,MBALISWENI CLINIC,NOGAYA A/A,"Eastern Cape Province
(-31.267639, 29.115813)",73,73, N/A,72, N/A,55,69,85,38,82,94,100,83,65,73,88,71,68,2,0,,,,6,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,100,100,0,0,100,,,,,,,
ec_mbekweni_chc_2013_09_18,Mbekweni CHC,Mbekweni CHC,CHC,Oliver Tambo District Municipality,King Sabata Dalindyebo Health sub-,0475380010,0475380033 / 10,0718651793,,A.N. MADALA,RURAL,Facility Owner - Government - Prov,VIEDGESVILLE,BOX 85,NGQWALO AREA,"Eastern Cape Province
(-31.719949, 28.686582)",62,52, N/A,66, N/A,59,55,64,67,68,75,100,67,52,69,71,50,75,,,6,1,,29,0,16,14,0,8,1,0,5,0,0,4,10,0,0,0,3,3,20,0,1,9,0,3,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,2,28,0,18,0,0,0,,,,,,,8,24,,24,7,7,24,7,,,,100,0,,100,,,,,,,
ec_mbokotwana_clinic_2013_09_18,Mbokotwana Clinic,Mbokotwana Clinic,CLINIC,Oliver Tambo District Municipality,Mhlontlo Health sub-District,,0718543784,0788651777,lmtsotso06@gmail.com,L.M. TSOTSO,RURAL,Facility Owner - Government - Prov,TSOLO,P/BAG X1081,MBOKOTWANA LOC,"Eastern Cape Province
(-31.259789, 28.805868)",84,79, N/A,86, N/A,75,85,78,88,98,94,100,87,78,100,93,67,90,3,0,,,,2,0,2,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,8,8,7,,,,,,,,100,100,100,100,100,,,,,,,
ec_mbulukweza_clinic_2013_09_18,Mbulukweza Clinic,Mbulukweza Clinic,CLINIC,Chris Hani District Municipality,Intsika Yethu Health sub-District,,,0839596943,,SF Ntinta,RURAL,Facility Owner - Government - Local,,,,"Eastern Cape Province
(-32.23262, 27.71693)",51,45, N/A,54, N/A,56,41,54,43,61,0,0,69,36,80,65,30,51,4,0,,,,2,0,1,0,0,2,2,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,0,0,,,,,,,
ec_mcambalala_clinic_2013_09_18,Mcambalala Clinic,Mcambalala Clinic,CLINIC,Chris Hani District Municipality,Intsika Yethu Health sub-District,0833780713,,0833780713,,GN Zokwe,RURAL,Facility Owner - Government - Local,5380,,,"Eastern Cape Province
(-31.884384, 27.494611)",51,47, N/A,53, N/A,39,55,52,62,61,0,33,54,41,87,59,36,65,2,0,,,,0,0,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,50,0,50,50,,,,,,,,
ec_mcewula_clinic_2013_09_18,Mcewula Clinic,Mcewula Clinic,CLINIC,Chris Hani District Municipality,Sakhisizwe Health sub-District,,0718543827,0731853161,,N.P Mankansthu,RURAL,Facility Owner - Tribal,Indwe,5455 Indwe,Box 151,"Eastern Cape Province
(-31.51225, 27.528179)",41,32, N/A,45, N/A,47,43,32,62,42,33,33,44,25,42,54,55,74,3,0,,,,3,0,1,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,8,8,7,,,,,,,,50,0,0,100,,,,,,,,
ec_mdanjelwa_clinic_2013_09_18,Mdanjelwa Clinic,Mdanjelwa Clinic,CLINIC,Chris Hani District Municipality,Ngcobo Health sub-District,,0833781163,0835023997,,F NTLONTI,RURAL,Facility Owner - Government - Prov,CLARKEBURY,PO BOX 90,NTLALUKAWA LOC,"Eastern Cape Province
(-31.805703, 28.238095)",67,53, N/A,74, N/A,57,57,69,60,80,88,75,66,62,100,88,42,65,2,0,,,,3,1,0,1,0,1,0,2,7,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,50,50,75,60,,,,,,
ec_mdeni_clinic_2013_09_18,Mdeni Clinic,Mdeni Clinic,CLINIC,Oliver Tambo District Municipality,Mhlontlo Health sub-District,,0781488455,0718543786,,N MTSHAKAZA,RURAL,Facility Owner - Government - Prov,QUMBU,MDENI CLINIC,MDENI LOCATION,"Eastern Cape Province
(-31.034761, 28.779043)",71,63, N/A,74, N/A,50,68,72,75,91,94,67,60,69,100,87,71,66,3,0,,,,4,0,2,2,0,2,1,0,4,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,,,,,8,8,7,,,,,,,,50,100,0,100,,75,,,,,,
ec_mdingi_clinic_2013_09_17,Mdingi Clinic,Mdingi Clinic,CLINIC,Buffalo City Metropolitan Municipality,Buffalo City Health sub-District,,0406567819,0716300781,,S. Mbuyazwe,RURAL,Facility Owner - Government - Prov,King Williams Town,Buffalo City Sub District,Mdingi Location,"Eastern Cape Province
(-32.82356, 27.330355)",28,25, N/A,29, N/A,27,43,20,25,31,0,0,22,13,20,25,50,74,2,0,,,,5,0,2,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,,,,,8,8,,,5,,,,,,0,0,0,0,0,25,,,,,,
ec_mdyobe_clinic_2013_09_18,Mdyobe Clinic,Mdyobe Clinic,CLINIC,Oliver Tambo District Municipality,Mhlontlo Health sub-District,,0735371049,0833781173,,ND MBONO,RURAL,Facility Owner - Government - Prov,MOUNT FRERE,BOX 164,,"Eastern Cape Province
(-31.132259, 29.050711)",70,65, N/A,72, N/A,53,76,57,100,94,89,67,64,64,100,87,77,66,2,0,,,,0,4,3,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,8,8,7,,,,,,,,50,100,100,100,,100,,,,,,
ec_meje_clinic_2013_09_17,Meje Clinic,Meje Clinic,CLINIC,Alfred Nzo District Municipality,Umzimvubu Health sub-District,,0392513099,0833724487,,MRS N MDLEDLE,RURAL,Facility Owner - Government - Local,BIZANA,PRIVATE BAG 531,"MBHONGWENI LOCATION, BIZANA","Eastern Cape Province
(-31.05028, 29.8747)",56,37, N/A,64, N/A,32,75,51,71,66,87,33,54,44,50,79,36,91,4,0,,,,6,0,4,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,,,,,,,8,8,5,,,,,,,,0,100,0,100,,,,,,,,
ec_melani_clinic_2013_09_17,Melani Clinic,Melani Clinic,CLINIC,Amathole District Municipality,Nkonkobe Health sub-District,,,078 190 3449,,Ms. T. Nyandeni,RURAL,Facility Owner - Government - Prov,Alice,,Melani location,"Eastern Cape Province
(-32.72545, 26.87394)",44,44, N/A,44, N/A,41,41,49,38,44,63,33,59,29,40,68,36,54,3,0,,,,3,0,1,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,,,8,,,,,,,,,,0,100,0,0,,,,,,,,
ec_melitafa_clinic_2013_09_17,Melitafa Clinic,Melitafa Clinic,CLINIC,Amathole District Municipality,Mbhashe Health sub-District,,073 3962 582,082 3212 148,,CN Poswa,RURAL,Facility Owner - Government - Prov,Elliotdale,Box 170,,"Eastern Cape Province
(-32.07117, 28.680142)",54,54, N/A,54, N/A,53,50,63,50,53,30,0,72,45,57,60,33,56,3,1,,,,3,0,1,0,0,2,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,0,0,0,0,0,50,,,,,,
ec_mevana_clinic_2013_09_18,Mevana Clinic,Mevana Clinic,CLINIC,Oliver Tambo District Municipality,Nyandeni Health sub-District,,0833780622,0711657071,,V.A. MAJALI,RURAL,Facility Owner - Government - Prov,LIBODE,P/BAG X508,,"Eastern Cape Province
(-31.528123, 29.296173)",53,49, N/A,55, N/A,48,60,51,50,55,33,33,61,38,67,55,42,76,3,0,,,,2,0,1,2,0,1,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,50,0,,50,,,,,,
ec_mfundambini_clinic_2013_09_17,Mfundambini Clinic,Mfundambini Clinic,CLINIC,Alfred Nzo District Municipality,Umzimvubu Health sub-District,,,0718595963,,ZANYIWE BEATRICE CINANI,RURAL,Facility Owner - Government - Local,LUSIKISIKI,P/BAG X1058,"NQADENI LOCATION, FLAGSTAFF","Eastern Cape Province
(-30.898802, 29.519513)",65,57, N/A,68, N/A,50,75,60,75,79,33,33,71,50,87,74,55,86,10,0,,,,0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,50,50,,75,,,,,,
ec_mfundisweni_clinic_2013_09_17,Mfundisweni Clinic,Mfundisweni Clinic,CLINIC,Alfred Nzo District Municipality,Umzimvubu Health sub-District,,0392523900,0835334412,,ALICE MPETSHENI,RURAL,Facility Owner - Government - Prov,MFUNDISWENI,PO BOX 41,MAGQAGQENI LOCATION,"Eastern Cape Province
(-30.898846, 29.519502)",66,64, N/A,68, N/A,47,70,68,75,80,33,100,69,59,60,80,64,81,2,0,,,,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,,,9,9,5,,,,,,,,100,100,50,100,100,75,,,,,,
ec_mgudu_clinic_2013_09_18,Mgudu Clinic,Mgudu Clinic,CLINIC,Chris Hani District Municipality,Ngcobo Health sub-District,,0833031790,0833031790,,N MBUTUMA,RURAL,Facility Owner - Government - Prov,MGUDU,KOMKHULU,,"Eastern Cape Province
(-31.478168, 28.34699)",58,48, N/A,63, N/A,48,52,65,62,66,83,67,54,55,67,68,46,72,2,0,,,,5,0,1,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,0,100,,,,,,,,
ec_mgwalana_clinic_2013_09_17,Mgwalana Clinic,Mgwalana Clinic,CLINIC,Amathole District Municipality,Nkonkobe Health sub-District,,040 653 5441,084 415 1958,,N.L Mkhwelo,RURAL,Facility Owner - Government - Prov,Middledrift,,Zibi location,"Eastern Cape Province
(-32.75516, 26.96204)",36,26, N/A,40, N/A,35,42,31,25,38,82,0,40,26,40,47,39,46,2,0,,,,4,0,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,,,,,,,8,,,,,,,,,,0,0,0,0,0,25,,,,,,
ec_mgwali_clinic_2013_09_17,Mgwali Clinic,Mgwali Clinic,CLINIC,Amathole District Municipality,Amahlathi Health sub-District,,0436831574,0782348375,,C.E Sauli,RURAL,Facility Owner - Government - Prov,,Mgwali Stutterheim,No 3 Village,"Eastern Cape Province
(-32.461027, 27.606076)",84,79, N/A,86, N/A,82,78,85,88,91,67,100,92,78,83,88,80,89,2,,,,,0,0,3,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,,,8,8,5,,,,,,,,100,100,100,100,100,,,,,,,
ec_mgwenyane_clinic_2013_09_18,Mgwenyane Clinic,Mgwenyane Clinic,CLINIC,Oliver Tambo District Municipality,Nyandeni Health sub-District,,0833780623,0733397989,,MUUBU OFN,RURAL,Facility Owner - Government - Prov,LIBODE,P/BAG X948,,"Eastern Cape Province
(-31.555307, 29.233211)",54,48, N/A,57, N/A,56,50,52,62,59,33,33,59,39,87,62,24,78,4,0,,,,4,0,2,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,,,,,,,8,8,5,,,,,,,,0,100,50,0,,,,,,,,
ec_mhlahlane_clinic_2013_09_18,Mhlahlane Clinic,Mhlahlane Clinic,CLINIC,Oliver Tambo District Municipality,Mhlontlo Health sub-District,,,0833780746,,N.P. Nqubula,RURAL,Facility Owner - Government - Prov,MTHATHA,PO BOX 642,MHLAHLANE FOREST,"Eastern Cape Province
(-31.41913, 28.54072)",59,59, N/A,60, N/A,47,69,54,88,64,43,67,60,52,53,65,50,84,1,0,,,,2,0,2,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,50,100,,,,,,,,
ec_mhlakulo_chc_2013_09_18,Mhlakulo CHC,Mhlakulo CHC,CLINIC,Oliver Tambo District Municipality,Mhlontlo Health sub-District,0475429045,0475429011/14,0733642199,,Z.P. MVULA,RURAL,Facility Owner - Government - Local,TSOLO,PRIVATE BAG X421,,"Eastern Cape Province
(-31.401689, 28.844363)",77,68, N/A,80, N/A,80,61,75,100,83,80,100,84,63,96,98,77,79,,,7,2,,29,0,18,11,0,11,1,1,6,0,0,8,6,0,0,3,0,1,13,0,2,5,0,4,9,0,0,5,0,0,1,0,2,0,0,0,2,0,2,29,0,18,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,8,0,1,16,0,10,0,0,0,,,,,,,24,24,,24,7,7,24,7,,,100,100,100,100,100,100,,,,,,
ec_mhlanga_clinic_2013_09_18,Mhlanga Clinic,Mhlanga Clinic,CLINIC,Chris Hani District Municipality,Emalahleni Health sub-District,,,0718595971,,Xmayelaso,RURAL,Facility Owner - Government - Prov,P.O Box 99 Indwe 5445,Mlhaya Village,Mlhaya Cliwe,"Eastern Cape Province
(-31.464525, 27.15988)",41,38, N/A,43, N/A,53,47,32,62,35,33,33,43,35,31,35,53,63,2,0,,,,1,0,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,,,,,,,8,8,7,,,,,,,,50,0,0,100,,,,,,,,
ec_mhlopekazi_clinic_2013_09_18,Mhlopekazi Clinic,Mhlopekazi Clinic,CLINIC,Chris Hani District Municipality,Ngcobo Health sub-District,,0833780554,0732347068,,N NOGEMANE,RURAL,Facility Owner - Government - Prov,NGCOBO,P/BAG X215 C/O COGHLAN,"R61, 30KM FROM NGCOBO TURN RIGHT TO CLARKEBURY","Eastern Cape Province
(-31.740331, 28.289607)",63,51, N/A,69, N/A,52,60,63,75,80,33,67,84,38,93,81,67,79,3,0,,,,0,0,1,2,0,2,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,,,,,,,8,8,5,,,,,,,,100,0,50,50,,75,,,,,,
ec_michausdal_clinic_2013_09_18,Michausdal Clinic,Michausdal Clinic,CLINIC,Chris Hani District Municipality,Inxuba Yethemba Health sub-District,,0488015055,,,B.C.Manyotha,URBAN,Facility Owner - Government - Local,Michausdal,5 Werner Street,5 Werner Street,"Eastern Cape Province
(-32.173692, 25.645032)",35,36, N/A,35, N/A,27,36,40,62,33,0,33,36,30,29,41,18,57,4,0,,,,2,0,3,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,1,0,0,0,,,,,,,8,8,5,,,,,,,,50,0,50,50,,,,,,,,
ec_middelburg_clinic_2013_09_18,Middelburg Clinic,Middelburg Clinic,CLINIC,Chris Hani District Municipality,Inxuba Yethemba Health sub-District,0498423582,0498421104,0782473926,,Gladys Fillis,URBAN,Facility Owner - Government - Local,Middleburg Cape,P.O.Box 55,Van Reen Street,"Eastern Cape Province
(-31.49488, 25.00754)",73,69, N/A,75, N/A,58,80,76,100,74,50,67,65,72,62,80,55,98,4,0,,,,2,0,4,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,0,0,0,,,,,,,8,8,5,,,,,,,,50,100,100,100,,100,,,,,,
