ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,Type_ID,Type,Violent_or_non_violent,Violent_or_non_violent_code,Rangecode,Reasonforprotest,ward,Toilets.None,Toilets.Bucket toilet,Toilets.Other,Toilets.Unspecified,Toilets.Chemical toilet,Toilets.Flush toilet (connected to sewerage system),Toilets.Pit toilet without ventilation,Toilets.Pit toilet with ventilation (VIP),Toilets.Total,Toilets.Not applicable,Toilets.Flush toilet (with septic tank),Electricity.No electricity for heating:,Electricity.No electricity for lighting,Electricity.No electricity for cooking:,Electricity.Electricity for heating:,Electricity.Electricity for cooking:,Electricity.Total,Electricity.Electricity for lighting,Water.Regional/local water scheme (operated by municipality or other water services provider),Water.Spring,Water.Dam/pool/stagnant water,Water.Water tanker,Water.Other,Water.Borehole,Water.River/stream,Water.Total,Water.Not applicable,Water.Rain water tank,Water.Water vendor,Location 1
395,Gauteng - City of Tshwane,1,0,Pretoria,Silverton,GP - Silverton,"-25.736793,28.32949",Simon Vermooten Road,Simon Vermooten Road,14-Aug-13,14-Aug-13,1,4,Labour related,Peaceful,0,5,Workers at the Ford Motor Company’s manufacturing plant in Silverton in Pretoria have embarked on an unprotected strike ahead of the planned protected wage strike in the motor manufacturing industry from Monday.,79900043,221,88,48,190,0,25352,77,5,26157,1,175,1126,468,584,5789,6331,6915,6447,25567,8,19,80,357,50,0,26156,1,30,44,"3
(-25.736792, 28.32949)"
398,North West - Rustenburg,0,0,Rustenburg,"Lonmin, Marikana",NW - Rustenburg,"-25.684055,27.537876",Not applicable,Not applicable,14-Aug-13,14-Aug-13,0,4,Labour related,Peaceful,0,5,"Trade union Solidarity boycotted the launch of the mine crime combating forum in Rustenburg, general secretary Gideon du Plessis said.  ""Solidarity has decided to boycott today's launch in protest, after having been informed that its recognition at Lonmin, together with that of other unions, is being revoked,"" he said in a statement.  ",63702026,657,249,841,80,820,3380,12973,1190,20376,0,186,4261,1853,1985,6513,8789,10774,8921,16014,47,69,118,1436,1525,13,20375,0,85,1068,"5
(-25.684055, 27.537876)"
399,Gauteng - Emfuleni,0,0,Vereeniging,Vaal Triangle,GP - Vereeniging,"-26.729203,27.885895",R59 freeway,R59 freeway,14-Aug-13,14-Aug-13,0,4,Labour related,Violent,1,5,Thirty-five people were arrested during unrest in the Vaal Triangle. The protesters were arrested for public violence when they barricaded the R59 freeway after they were dismissed by a local company,74201004,4,0,2,227,0,14402,5,22,14718,19,37,675,28,262,4664,5077,5339,5311,14315,1,0,11,315,20,0,14718,19,4,33,"3
(-26.729202, 27.885895)"
400,Western Cape - City of Cape Town,1,0,Cape Town,Nyanga - New Eisleben Secondary School,WC - Nyanga,"-34.029419,18.486801",Stulo Rd,Stulo Rd,14-Aug-13,14-Aug-13,0,2,Education related,Violent,1,5,Pupils at New Eisleben Secondary School stoned a Cape Argus photographer’s vehicle on Wednesday morning during violent protests against the school’s principal.,19100073,20,17,7,153,7,23958,5,3,24286,20,96,1927,69,1155,6565,7337,8492,8423,23753,8,6,39,219,113,8,24285,20,30,89,"9
(-34.029418, 18.486801)"
397,Gauteng - Ekurhuleni,1,0,East Rand,Duduza,GP - Duduza,"-26.372017,28.407512",Dube Street,Dube Street,15-Aug-13,15-Aug-13,0,9,Service delivery,Violent,1,5,"An ANC councillor's house was burnt down in Duduza, near Nigel by Local residents whose illegally-built shacks were demolished in Tsakane Extension 17. When the demolition crew arrived residents began pulling down their shacks and torched the home of a man who allegedly sold them the land illegally and also the councilor's house.",79700098,4,0,17,79,4,21874,0,26,22029,0,25,1539,123,549,4691,5681,6230,6107,21707,0,3,15,186,18,13,22029,0,16,71,"3
(-26.372017, 28.407512)"
597,Western Cape - City of Cape Town,1,0,Cape Town,New Eisleben High - Lower Crossroads,WC - Philippi,"-33.994607,18.595095",Stulo street,Stulo street,15-Aug-13,15-Aug-13,0,2,Education related,Violent,1,5,"The rampaging pupils said they wanted the principal, a Mr. Mazimena, out of the school as they said he was abusive toward teachers and parents and had allegedly chased a number of pupils out of the school.",19100036,231,6443,121,56,83,26251,115,29,34164,0,835,7518,1543,1951,2252,7819,9770,8227,33469,17,0,29,481,71,4,34167,0,39,57,"9
(-33.994607, 18.595095)"
607,Gauteng - Ekurhuleni,1,1,Nigel,Nigel,GP - Nigel,"-26.420467,28.468639",Duduza,Northern Road,15-Aug-13,15-Aug-13,0,3,Election related,Violent,1,5,"the house was one of two that were torched, allegedly by local residents whose illegally-built shacks were demolished in Tsakane Extension 17",79700088,803,69,410,366,5,28132,658,592,31457,0,422,3384,1526,2091,6047,7340,9431,7905,30286,21,8,231,613,129,20,31456,0,41,107,"3
(-26.420467, 28.468639)"
407,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"General Motors, Ford and Volkswagen plants - Port Elizabeth",EC - New Brighton,"-33.777517,25.417158",Algoa Road,R75,19-Aug-13,28-Aug-13,1,4,Labour related,Peaceful,0,4,"More than 30,000 workers in South Africa’s auto industry vowed yesterday to intensify an nationwide wage strike that has crippled a multi-billion dollar export market. The workers are demanding a 14-percent pay increase. Employers have offered eight percent.",29300048,620,1374,22,70,8,13936,27,15,16200,16,112,1156,621,760,2989,3385,4145,3524,14997,0,614,307,184,26,4,16199,16,16,35,"1
(-33.777517, 25.417158)"
408,Gauteng - City of Tshwane,1,0,Pretoria,Ford’s plant - Mamelodi,GP - Eersterust,"-25.736892,28.329488",Simon Vermooten Road,Pretoria St,19-Aug-13,28-Aug-13,1,4,Labour related,Peaceful,0,4,"More than 30,000 workers in South Africa’s auto industry vowed yesterday to intensify an nationwide wage strike that has crippled a multi-billion dollar export market. The workers are demanding a 14-percent pay increase. Employers have offered eight percent.",79900043,221,88,48,190,0,25352,77,5,26157,1,175,1126,468,584,5789,6331,6915,6447,25567,8,19,80,357,50,0,26156,1,30,44,"3
(-25.736892, 28.329488)"
409,Northern Cape - Sol Plaatjie,0,0,Kimberley,Kimberley City Hall,NC - Kimberley,"-28.754435,24.768948",75 Milner Road,Memorial Road,20-Aug-13,20-Aug-13,-1,4,Labour related,Violent,1,5,Sol Plaatje SA Municipal Workers' Union (Samwu) chairman Manne Moremi said the go-slow was across all sectors of the municipality. Moremi said Samwu wanted all contract workers to be permanently employed immediately. They also wanted an external audit of back-pay due to workers.,30901025,1567,79,247,33,185,5997,492,38,8687,13,36,612,303,428,1213,1397,1825,1522,8393,6,15,12,216,18,0,8688,13,0,15,"4
(-28.754435, 24.768948)"
412,Mpumalanga - Umjindi,0,1,Nelspruit,Emjindini - Kosovo Village,MP - Barberton,"-25.761166,31.03958",R40,R40,20-Aug-13,20-Aug-13,0,9,Service delivery,Violent,1,5,"Residents of Kosovo village blockaded the R40 from Barberton to Nelspruit with burning wood and hurled insults at Umjindi mayor, Cllr Lazarus Mashaba in absentia, and police officers on the scene as they helplessly tried to resist demolition of their ""homes"".",83203005,25,0,0,7,1,5643,0,0,5678,0,2,350,15,115,1314,1549,1664,1649,5619,4,0,6,24,8,12,5680,0,1,6,"7
(-25.761165, 31.03958)"
410,Gauteng - City of Johannesburg,1,0,Johannesburg,Roodepoort,GP - Roodepoort,"-26.169857,27.845523",Randfontein Road,Randfontein Road,21-Aug-13,21-Aug-13,0,9,Service delivery,Violent,1,5,A group of protesters burnt tyres and placed rocks on Randfontein Road in Roodepoort.,79800127,613,748,118,72,5421,15416,864,3831,27605,0,522,7343,6738,6802,4136,4677,11479,4741,25614,590,10,531,615,159,14,27606,0,32,41,"3
(-26.169857, 27.845523)"
411,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.457974,27.856768",Golden Highway,Welgevonden Road,21-Aug-13,21-Aug-13,0,9,Service delivery,Violent,1,5,"Residents of Orange Farm burnt tyres and placed rocks on main roads in the area, The protesters had also placed rocks and burning tyres between Welgevonden Road and Palm Springs Mall. Wayne Minnaar of JMPD said it was not clear why residents were protesting.",79800004,651,161,726,81,1982,14702,13888,5716,41617,0,3710,299,94,182,11288,11405,11587,11493,40527,0,1,66,389,476,0,41617,0,24,134,"3
(-26.457974, 27.856767)"
405,KwaZulu Natal - eThekwini,1,0,Durban,Umlazi - Enduduzweni Centre for the Blind,KZN - Umlazi,"-29.969658,30.853319",18Spiral Road,18 Spinal Road,22-Aug-13,22-Aug-13,0,9,Service delivery,Peaceful,0,5,"Residents of the Enduduzweni Centre for the Blind in Umlazi, and their relatives, protested and police were called to ensure calm prevailed, KwaZulu-Natal social development spokesperson Ncumisa Fandesi said. Fandesi said the residents had made allegations against the management, demanding their removal. She said the residents, who had been trained to make a living, were refusing to leave the centre and were preventing other disabled people from being trained.",59500078,213,38,191,107,6040,16172,3196,1805,28384,0,622,653,303,479,5923,6097,6576,6273,25674,104,36,332,1039,267,24,28384,0,26,882,"6
(-29.969657, 30.853318)"
406,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg Central,GP - Jeppe,"-26.201445,28.033737",Gerard Sekoto,153 Bree Street,22-Aug-13,22-Aug-13,0,4,Labour related,Peaceful,0,5,"Congress of South African Trade Unions declares its total support for the 283 municipal workers, who are marching, with their families, over a dispute which began in 1994, when more than 500 municipal workers employed by the then Midrand Council went on strike against corruption and nepotism.",79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.201445, 28.033736)"
403,Western Cape - City of Cape Town,1,0,Cape Town,Milnerton - Du noon informal setlement,WC - Milnerton,"-33.86636,18.499899",N2,Airport approach road,23-Aug-13,23-Aug-13,0,9,Service delivery,Violent,1,5,Residents burnt tyres and threw stones in the early hours of the morning. It's thought the protests are over poor service delivery.,19100004,91,522,98,138,871,38914,15,33,40916,85,149,5575,578,1465,9711,13821,15286,14708,40220,26,21,85,258,90,35,40917,85,36,61,"9
(-33.86636, 18.499898)"
404,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha BM Section,WC - Khayelitsha,"-34.043191,18.655119",Mew Way,N2,23-Aug-13,23-Aug-13,1,9,Service delivery,Violent,1,5,"Police fired stun grenades and rubber bullets to disperse crowds that hurled rocks, glass bottles and rubbish onto the N2 in a protest that began shortly before 5pm, closing the road for more than three hours. Residents of the Khayelitsha BM Section tipped four portable toilets over the concrete fence and were dragging them on to the highway’s inbound lane before police stopped them. The protest is service delivery related.",19100092,69,235,80,158,14,33958,120,30,34700,0,36,6624,103,419,2745,8950,9369,9266,34031,40,14,76,311,44,0,34699,0,9,174,"9
(-34.043191, 18.655118)"
416,Western Cape - City of Cape Town,1,0,Cape Town,Joe Slovo informal settlement,WC - Langa,"-33.944289,18.524394",N2,N2,23-Aug-13,23-Aug-13,0,9,Service delivery,Violent,1,5,"Residents of the Joe Slovo informal settlement took the streets in protest over service delivery. Twelve people are currently in police custody in Cape Town on charges of public violence. Residents vandalised containers and portable toilets. Residents are demanding the removal of their ward councilor Heather Brenner, and want new elections to take place by the end of the year.",19100051,169,538,42,51,771,20324,14,26,23289,0,1354,3349,91,306,4009,7052,7358,7267,22233,7,0,12,852,85,14,23289,0,13,73,"9
(-33.944288, 18.524394)"
475,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town CBD,WC - Cape Town Central,"-33.924656,18.420179",Wale St,Adderley St,23-Aug-13,23-Aug-13,0,1,Crime related,Peaceful,0,5,Members and supporters of Cape Town’s LGBT community rallied against Russia’s anti-gay law by staging a kiss-in protest.,19100077,25,7,42,130,2,27593,0,36,28251,231,185,1578,71,1335,9576,9819,11154,11083,27605,1,11,39,228,47,2,28251,231,9,78,"9
(-33.924655, 18.420179)"
493,KwaZulu Natal - Emnambithi/Ladysmith,0,1,Ladysmith,Acaciavale Primary School,KZN - Ladysmith,"-28.594385,29.80302",Foxglove Avenue,Viola Road,23-Aug-13,23-Aug-13,0,9,Service delivery,Peaceful,0,5,"A heated meeting at Acaciavale Primary School on Thursday afternoon saw an angry crowd calling Mayor Vincent Madlala a liar after he claimed councillors never told people to keep their receipts for hailstorm repairs. Mayor Madlala was with councillors and Speaker Zehra Rassool. Addressing the crowd, the mayor stated that the municipality will not refund people the money they used to repair their houses and that contractors will start going out to people's homes to assist and fix up the houses. The crowd erupted with anger, lashing out at the mayor and the councillors.",52302020,175,263,102,52,21,7571,2297,556,11081,0,44,948,196,514,1853,2287,2801,2605,10199,22,11,468,210,92,19,11079,0,25,33,"6
(-28.594384, 29.80302)"
417,Gauteng - City of Johannesburg,1,0,Johannesburg,Park Town - Eskom offices in Braamfontein,GP - Rosebank,"-26.184746,28.040573",Victoria Street,Empire Road,24-Aug-13,24-Aug-13,0,4,Labour related,Peaceful,0,5,"Thousands of members of the National Union of Mineworkers (NUM) march to handover memoranda of demands to Eskom, the Chamber of Mines and the South African Federation of Civil Engineering Contractors (SAFCEC). Workers demand that Eskom should stop bullying its employees and accede to their justified demands and that both the Chamber of Mines ‘s Gold producers and companies affiliated to SAFCEC should do the same. Many of the companies affiliated to SAFCEC have been accused of milking the state through fraudulent activities thus making huge profits. The NUM demands that these companies together with mining companies such as AngloGold Ashanti, Harmony Gold, Goldfields, Sibanye and many others should share their hefty ill-gotten gains with the poor masses.",79800067,53,78,52,203,4,21575,2,25,22167,30,145,286,111,563,6983,6706,7269,7158,21501,6,2,58,324,106,3,22169,30,23,116,"3
(-26.184746, 28.040572)"
418,Eastern Cape - Buffalo City,0,0,East London,"Beacon bay, Eskom at Sunny Laws Park Offices",EC - East London,"-32.956465,27.950555",Beacon Bay,Quenera Drive,24-Aug-13,24-Aug-13,0,4,Labour related,Peaceful,0,5,"Thousands of members of the National Union of Mineworkers (NUM) march to handover memoranda of demands to Eskom, the Chamber of Mines and the South African Federation of Civil Engineering Contractors (SAFCEC). Workers demand that Eskom should stop bullying its employees and accede to their justified demands and that both the Chamber of Mines ‘s Gold producers and companies affiliated to SAFCEC should do the same. Many of the companies affiliated to SAFCEC have been accused of milking the state through fraudulent activities thus making huge profits. The NUM demands that these companies together with mining companies such as AngloGold Ashanti, Harmony Gold, Goldfields, Sibanye and many others should share their hefty ill-gotten gains with the poor masses.",29200028,3025,127,666,55,9,11882,25,10,16251,0,452,3152,2276,2569,3382,3965,6534,4258,15705,6,24,35,232,46,9,16253,0,83,113,"1
(-32.956465, 27.950555)"
413,Gauteng - Ekurhuleni,1,0,Johannesburg,Germiston Civic Centre,GP - Germiston,"-26.217528,28.165139",Joubert Street,Cross Street,26-Aug-13,26-Aug-13,0,5,Political causes,Violent,1,5,A group of people calling themselves military veterans trashed and looted the Germiston Civic Centre.,79700093,321,8226,1229,85,1368,10265,1570,137,23827,15,611,8491,8118,8213,2986,3264,11477,3359,21473,47,324,23,911,96,36,23825,15,51,849,"3
(-26.217528, 28.165139)"
414,Gauteng - Ekurhuleni,1,0,Johannesburg,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.135188,28.229137",OR Thambo Airport Road,OR Thambo Aiport Road,26-Aug-13,28-Aug-13,1,4,Labour related,Peaceful,0,3,"Airport workers affiliated to SA Transport and Allied Workers Union (SATAWU) embark on a wage strike outside OR Tambo International Airport. SAA technical staff began striking on Monday demanding a double-digit wage increase of 12 percent. The airline offered 6.5 percent, with spokesman Tlali Tlali saying it was based on what the company could afford. Workers, picketing outside OR Tambo international Airport, have turned away essential deliveries, needed for the airline’s operations",79700017,213,15,64,544,2,34931,1,26,36764,460,508,1735,93,698,8946,9983,10681,10588,34627,13,293,67,968,200,8,36766,460,26,104,"3
(-26.135187, 28.229137)"
426,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Walter Sisulu University,EC - New Brighton,"-31.602024,28.750628",Nelson Mandela Dr,Nelson Mandela Dr,26-Aug-13,30-Aug-13,1,4,Labour related,Violent,1,3,"Students have been told to vacate the Walter Sisulu University, in the Eastern Cape, because of labour trouble.",21507005,170,0,10,37,497,6883,766,126,8520,2,29,746,403,558,605,793,1351,948,7263,24,0,171,421,17,1,8521,2,593,29,"1
(-31.602024, 28.750627)"
454,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Port Elizabeth,EC - New Brighton,"-33.917031,25.598464",Sidwell Avenue,Cresswell Road,26-Aug-13,27-Aug-13,1,4,Labour related,Peaceful,0,1,The strike by traffic officers and library staff in the Nelson Mandela Bay Metro has crippled service delivery. Libraries and traffic department services centres remain closed to the public. This is the third time in 2013 that traffic staffs are striking over salary grades.,29300011,42,148,37,24,16,16211,0,5,16557,13,61,700,70,178,3463,3985,4163,4093,16259,4,3,53,89,87,15,16558,13,3,32,"1
(-33.917031, 25.598464)"
455,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Uitenhage,EC - Uitenhage,"-33.762846,25.393792",Graff Reinnet,Caledon Rd,26-Aug-13,27-Aug-13,1,4,Labour related,Peaceful,0,1,The strike by traffic officers and library staff in the Nelson Mandela Bay Metro has crippled service delivery. Libraries and traffic department services centres remain closed to the public. This is the third time in 2013 that traffic staffs are striking over salary grades.,29300048,620,1374,22,70,8,13936,27,15,16200,16,112,1156,621,760,2989,3385,4145,3524,14997,0,614,307,184,26,4,16199,16,16,35,"1
(-33.762846, 25.393792)"
464,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Korsten,EC - Uitenhage,"-33.922686,25.577148",Lindsay Road,Colas Street,26-Aug-13,6-Sep-13,1,4,Labour related,Peaceful,0,1,The strike by traffic officers and library staff in the Nelson Mandela Bay Metro has crippled service delivery. Libraries and traffic department services centres remain closed to the public. This is the third time in 2013 that traffic staffs are striking over salary grades.,29300011,42,148,37,24,16,16211,0,5,16557,13,61,700,70,178,3463,3985,4163,4093,16259,4,3,53,89,87,15,16558,13,3,32,"1
(-33.922685, 25.577148)"
415,Gauteng - City of Johannesburg,1,0,Johannesburg,Sandton,GP - Sandton,"-26.106386,28.051614",Alice Road,Alice Road,27-Aug-13,27-Aug-13,-1,4,Labour related,Peaceful,0,5,"Police were called out to a construction site in Sandton today, after striking construction workers allegedly tried to intimidate non-striking workers. eNCA.com witnessed police moving a group of workers, most of whom were wearing National Union of Mineworkers t-shirts, off a Tiber Group construction site. The workers had been contracted to a WBHO site in Alice Road and were unhappy that construction workers at the Tiber site were not taking part in the strike. After the group was moved off the site, they continued to picket briefly at a WBHO site adjacent to the Sandton shopping centre. The workers said they are demanding a 15% wage increase, while employers are offering 6%. However, union representative told eNCA.com this week that the worker demand was 13% for 2013 and 14% for 2014.",79800103,33,12,64,421,0,35410,12,23,36407,185,247,1769,107,1666,14317,14420,16086,15979,35151,6,28,41,648,189,10,36406,185,17,131,"3
(-26.106386, 28.051614)"
424,Gauteng - Mogale City,0,0,Johannesburg,Krugersdorp - Key West Shopping Centre; Silverstar and Cradlestone Mall,GP - Krugersdorp,"-26.087659,27.784283",Viljoen Street,Paardekraal Road,27-Aug-13,27-Aug-13,1,4,Labour related,Peaceful,0,5,"Construction workers from several construction sites in Krugersdorp have downed tools and gone on strike, organised by the National Union of Mineworkers (NUM) and Building Construction and Allied Workers Union (BCAWU) members who demand a wage increase of 40 per cent. NUM and BCAWU are demanding a 40 per cent wage increase on the total cost of employment for entry rate Task Grade 1, while employers are offering 7,5 per cent.",74801017,45,8,20,26,5,8641,2,0,8809,12,50,529,31,262,2403,2670,2932,2901,8597,3,0,15,88,62,0,8809,12,1,31,"3
(-26.087658, 27.784282)"
463,Eastern Cape - King Sabata Dalindyebo,0,1,Mthatha,Walter Sisulu University (WSU),EC - Mthatha,"-31.601987,28.750605",Nelson Mandela Dr,Nelson Mandela Dr,27-Aug-13,6-Sep-13,1,4,Labour related,Peaceful,0,3,There's been no tuition at the university for six weeks as workers demand between 8 and 10% salary increases while WSU is offering 4.25%. Students from the Mthatha campuses of the Walter Sisulu University (WSU) have handed over a memorandum of demands to a representative of the Premier's office.,21507005,170,0,10,37,497,6883,766,126,8520,2,29,746,403,558,605,793,1351,948,7263,24,0,171,421,17,1,8521,2,593,29,"1
(-31.601987, 28.750605)"
419,Gauteng - West Rand,0,0,Johannesburg,Mohlakeng Extension 5,GP - Diepkloof,"-26.471645,27.772807",R28,Segaetsho Road,28-Aug-13,28-Aug-13,-1,9,Service delivery,Violent,1,5,"Residents were up in arms over the lack of basic service delivery in the area and barricaded the streets with burning tyres and rocks. This comes as residents stage mass action to demand the delivery of basic services in the form of proper sanitation, water and electricity from the Randfontein Local Municipality residents are still furious and have called on the Randfontein Local Municipality Mayor, Sylvia Thebenare to step down from her position. They say that she is unable to fulfill her duties in office and are fed up with the empty promises she keeps feeding them in terms of basic service delivery in the area.",79800005,425,517,2917,103,2369,27672,8626,5338,49754,0,1787,2370,1678,1777,12457,13050,14827,13149,47172,21,1,840,1241,270,2,49752,0,22,183,"3
(-26.471644, 27.772807)"
421,Western Cape - City of Cape Town,1,0,Cape Town,Ashton Magistrate court,WC - Ashton,"-33.785389,20.123322",39 Piet Retief Street,Du Toit Street,28-Aug-13,28-Aug-13,0,1,Crime related,Violent,1,5,"Police used a stun grenade to disperse angry protesters outside the Ashton Magistrate’s Court, where two men appeared on charges of assault. The men had appeared on two charges of assault with intent to do grievous bodily harm in connection with assaulting farm worker Flip Engelbrecht and his son, Flippie, five years ago. Flippie, now 20, was left epileptic and blind. Later he fell into a fire during a seizure and lost both his hands. Last week he was fitted with a pair of prosthetic hands.",10206007,102,151,493,32,23,7818,19,72,9670,212,748,647,230,503,2054,2198,2701,2471,6481,1164,588,149,135,617,212,9670,212,94,18,"9
(-33.785389, 20.123322)"
423,Gauteng - City of Johannesburg,1,0,Johannesburg,"Great Hall, East Campus, Wits University",GP - Jeppe,"-26.192114,28.030306",3 Jorissen street,Yale Road,28-Aug-13,28-Aug-13,0,5,Political causes,Peaceful,0,5,"Protest taking place tonight at Wits University in Johannesburg against racial-profiling and hosting of Israel concert. Failing to receive a response from either Wits University's management, the Wits University Palestine Solidarity Committee and BDS South Africa together with concerned Wits University staff and students will stage a silent protest outside this evening's Daniel Zamir Israel concert",79800060,285,27,106,282,1,42772,23,37,45373,1312,528,527,167,661,12635,12501,13162,12995,42597,0,13,46,882,266,99,45373,1312,33,125,"3
(-26.192114, 28.030306)"
425,KwaZulu Natal - The Msunduzi,0,0,Pietermaritzburg,Pietermaritzburg FET College campuses,KZN - Pietermaritzburg,"-29.604686,30.372469",114 Pietermaritz Street,114 Pietermaritz Street,28-Aug-13,28-Aug-13,1,2,Education related,Violent,1,3,"A group of students at the Pietermaritzburg FET College campuses who have allegedly been threatening staff and disrupting lectures, have been ordered to cease and desist or face going to jail. In terms of an order granted in the Pietermaritzburg High Court yesterday, the seven students, who were identified by name, are interdicted and restrained from threatening, harassing and intimidating lecturers and employees of the colleges. Two campuses, Plessislaer and Msunduzi, were shut down after violent protests, threats and intimidation by students.",52205027,58,20,18,165,5,12635,3,29,13038,22,83,332,100,194,5017,5155,5349,5249,12689,5,35,27,199,31,0,13036,22,5,23,"6
(-29.604686, 30.372468)"
445,Gauteng - City of Johannesburg,1,0,Johannesburg,Sandton,GP - Sandton,"-26.108505,28.053795",5th Street,Rivonia Rd,28-Aug-13,28-Aug-13,0,9,Service delivery,Peaceful,0,5,"The affected communities called on government to consider their demands and interests during the review of mining legislation and policy changes, such as the draft Mineral and Petroleum Resources Development Act (MPRDA) Amendment Bill. The demands include housing, rehabilitation of land and regulation of acid mine drainage.",79800103,33,12,64,421,0,35410,12,23,36407,185,247,1769,107,1666,14317,14420,16086,15979,35151,6,28,41,648,189,10,36406,185,17,131,"3
(-26.108505, 28.053795)"
465,Limpopo - Lephalale,0,1,Lephalale,Medupi plant,LP - Lephalale,"-23.677333,27.734792",Nelson Mandela Ln,O.R Tambo Dr,28-Aug-13,6-Sep-13,1,4,Labour related,Peaceful,0,5,"The action is part of the nationwide strike in the construction sector where workers are demanding 12% salary increase. The site is, however, open as the strike doesn't involve the metal workers.",93602005,147,120,19,91,686,5900,429,135,7858,16,315,958,611,920,1952,1990,2910,2299,5535,48,71,851,127,639,503,7860,16,46,24,"8
(-23.677333, 27.734791)"
422,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria,GP - Pretoria Central,"-25.748224,28.188834",Pretorius Street,Pretorius Street,29-Aug-13,29-Aug-13,0,4,Labour related,Peaceful,0,5,"POPCRU is demanding on behalf of these workers that SAPS management should implement a DPSA directive which would upgrade the levels of all admin staff in line with other public service departments. The employer is also bound by law to put into effect an agreement signed in 2011 at the SSSBC, which dictates that all employees under the Public Service Act will be translated into the SAPS Act, but has consistently failed to do so.",79900058,184,39,75,201,5,31899,650,28,33662,345,236,1322,123,564,8786,9544,10108,9985,32636,11,8,78,372,111,8,33662,345,21,72,"3
(-25.748224, 28.188834)"
461,Gauteng - City of Tshwane,1,0,Pretoria,Cullinan Diamond Mine,GP - Cullinan,"-25.675577,28.523702",Union Rd,1 Olievenhout Street,29-Aug-13,29-Aug-13,0,4,Labour related,Violent,1,5,"Petra Diamonds mineshafts were hit by wage-related work stoppages, Sammy Makhura, branch secretary of the National Union of Mineworkers (NUM), said they were demanding a monthly living wage of R8000 because many of their members earn about R4000.",79900100,366,983,121,222,796,17620,8925,1416,32623,0,2174,4421,2963,3407,4620,5634,9041,6078,21648,21,39,3425,3683,3304,42,32622,0,203,257,"3
(-25.675577, 28.523702)"
420,Gauteng - City of Johannesburg,1,0,Johannesburg,JHC Head Office in Marshalltown,GP - Jeppe,"-26.207144,28.037617",53 Main Street,Maclaren Street,30-Aug-13,30-Aug-13,1,9,Service delivery,Peaceful,0,5,"SACP pickets are in solidarity with the working class and poor of the Newtown Housing Village located west of Johannesburg in Fordsburg. Scores of residents were evicted from their houses around mid-June amid a bitterly cold winter. The heartless action rendered homeless many women, people with disabilities, children and the elderly. Some learners from these families had to drop out of schools.",79800124,523,179,229,262,5,41154,15,64,43066,13,622,1548,762,1495,14289,14342,15837,15075,40982,36,13,286,1538,55,17,43068,13,22,106,"3
(-26.207144, 28.037617)"
436,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town Magistrate's Court,WC - Cape Town Central,"-33.907808,18.564744",Voortrekker Road,Voortekker Road,30-Aug-13,30-Aug-13,1,9,Service delivery,Peaceful,0,3,"Dozens of the accused protesters and their supporters picketed outside the court, singing struggle and anti-Helen Zille songs while waiting to appear before the court.",19100027,72,7,25,167,0,27707,0,13,28116,72,53,1875,49,792,7177,8260,9052,9003,27539,0,17,49,314,61,2,28117,72,17,46,"9
(-33.907808, 18.564744)"
457,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.749612,28.185931",Schoeman Street,Bosman Street,30-Aug-13,30-Aug-13,0,2,Education related,Peaceful,0,5,PAC youth and PASMA march to Department of Higher Education demanding free socialist education for all,79900060,519,82,147,226,44,30975,16,23,32681,24,625,1591,566,786,8409,9214,10000,9434,28303,2,415,97,3652,29,18,32680,24,9,131,"3
(-25.749611, 28.185931)"
637,KwaZulu Natal - Emnambithi/Ladysmith,0,1,Ladysmith,Umhlumayo,KZN - Ladysmith,"-28.692602,30.16766",Don't know,Don't know,30-Aug-13,30-Aug-13,0,9,Service delivery,Violent,1,5,"A bus attempting to force its way past residents blockading a road in the Umhlumayo area hit power cables on Friday morning. The cable fell onto the protesters, killing one and leaving four others with severe burns. Residents of the area say they have been without water for over three months.",52303009,3113,45,845,22,258,29,3119,3464,10966,5,66,1900,1368,1872,145,173,2045,677,21,363,952,804,202,3164,5083,10967,5,243,130,"6
(-28.692602, 30.16766)"
