GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,2.6 [1.3-4.5],2.60000,1.30000,4.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,3.0 [1.6-5.0],3.00000,1.60000,5.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1983,1983,,AFR,Africa,,ZAF,1983,1983,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.1 [0.0-0.6],0.10000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1984,1984,,AFR,Africa,,ZAF,1984,1984,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.1 [0.0-0.6],0.10000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1985,1985,,AFR,Africa,,ZAF,1985,1985,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.2 [0.0-0.6],0.20000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1986,1986,,AFR,Africa,,ZAF,1986,1986,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.2 [0.0-0.6],0.20000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,2000,2000,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.7 [0.3-1.3],0.70000,0.30000,1.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001,2001,,AFR,Africa,,ZAF,2001,2001,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.8 [0.4-1.5],0.80000,0.40000,1.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,1.0 [0.5-1.8],1.00000,0.50000,1.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,1.2 [0.6-2.0],1.20000,0.60000,2.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1983,1983,,AFR,Africa,,ZAF,1983,1983,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-0.7],0.20000,0.00000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1984,1984,,AFR,Africa,,ZAF,1984,1984,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-0.7],0.20000,0.00000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1985,1985,,AFR,Africa,,ZAF,1985,1985,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-0.7],0.20000,0.00000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1986,1986,,AFR,Africa,,ZAF,1986,1986,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-0.6],0.20000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,2000,2000,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001,2001,,AFR,Africa,,ZAF,2001,2001,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,1.0 [0.3-1.9],1.00000,0.30000,1.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,1.1 [0.4-2.2],1.10000,0.40000,2.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,1.4 [0.6-2.6],1.40000,0.60000,2.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1983,1983,,AFR,Africa,,ZAF,1983,1983,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.1 [0.0-0.6],0.10000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1984,1984,,AFR,Africa,,ZAF,1984,1984,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.1 [0.0-0.6],0.10000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1985,1985,,AFR,Africa,,ZAF,1985,1985,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.1 [0.0-0.5],0.10000,0.00000,0.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1986,1986,,AFR,Africa,,ZAF,1986,1986,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.1 [0.0-0.5],0.10000,0.00000,0.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,2000,2000,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.6 [0.2-1.3],0.60000,0.20000,1.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001,2001,,AFR,Africa,,ZAF,2001,2001,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.8 [0.3-1.5],0.80000,0.30000,1.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.9 [0.4-1.7],0.90000,0.40000,1.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,1.1 [0.6-2.0],1.10000,0.60000,2.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.2 [0.0-1.0],0.20000,0.00000,1.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.2 [0.0-0.6],0.20000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.3 [0.1-0.8],0.30000,0.10000,0.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,3.1 [1.9-4.8],3.10000,1.90000,4.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,3.7 [2.2-5.7],3.70000,2.20000,5.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,4.4 [2.6-6.8],4.40000,2.60000,6.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS05-19,5-19  years,,MLE,Male,,,,,5.1 [2.9-8.1],5.10000,2.90000,8.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-1.5],0.20000,0.00000,1.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976,1976,,AFR,Africa,,ZAF,1976,1976,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-1.3],0.20000,0.00000,1.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-1.2],0.20000,0.00000,1.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.2 [0.0-1.1],0.20000,0.00000,1.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.3 [0.0-0.8],0.30000,0.00000,0.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.3 [0.1-0.8],0.30000,0.10000,0.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.3 [0.1-0.9],0.30000,0.10000,0.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,0.4 [0.1-1.0],0.40000,0.10000,1.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,3.5 [1.8-6.0],3.50000,1.80000,6.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,4.2 [2.1-7.0],4.20000,2.10000,7.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,4.9 [2.5-8.2],4.90000,2.50000,8.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,5.7 [2.8-9.6],5.70000,2.80000,9.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.2 [0.0-1.2],0.20000,0.00000,1.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976,1976,,AFR,Africa,,ZAF,1976,1976,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.2 [0.0-1.1],0.20000,0.00000,1.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.2 [0.0-1.0],0.20000,0.00000,1.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.2 [0.0-0.9],0.20000,0.00000,0.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.2 [0.0-0.6],0.20000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.2 [0.0-0.6],0.20000,0.00000,0.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,2.9 [1.7-4.6],2.90000,1.70000,4.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,3.5 [2.0-5.5],3.50000,2.00000,5.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,4.1 [2.3-6.5],4.10000,2.30000,6.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,4.8 [2.7-7.8],4.80000,2.70000,7.80000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1975,1975,,AFR,Africa,,ZAF,1975,1975,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,19.7 [7.9-35.5],19.70000,7.90000,35.50000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1976,1976,,AFR,Africa,,ZAF,1976,1976,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,19.9 [8.4-35.1],19.90000,8.40000,35.10000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1977,1977,,AFR,Africa,,ZAF,1977,1977,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,20.1 [9.1-34.6],20.10000,9.10000,34.60000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1978,1978,,AFR,Africa,,ZAF,1978,1978,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,20.3 [9.8-34.2],20.30000,9.80000,34.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1979,1979,,AFR,Africa,,ZAF,1979,1979,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,20.5 [10.4-33.7],20.50000,10.40000,33.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1992,1992,,AFR,Africa,,ZAF,1992,1992,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,21.8 [16.4-28.0],21.80000,16.40000,28.00000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1993,1993,,AFR,Africa,,ZAF,1993,1993,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,21.6 [16.4-27.4],21.60000,16.40000,27.40000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,1994,1994,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,21.3 [16.3-26.7],21.30000,16.30000,26.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,1995,1995,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,21.0 [16.2-26.2],21.00000,16.20000,26.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,9.5 [7.3-11.9],9.50000,7.30000,11.90000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,8.7 [6.4-11.1],8.70000,6.40000,11.10000,,,
