GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZAF,2015,2015,South Africa,,42 [26-64],42.00000,26.00000,64.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2014,2014,,AFR,Africa,,ZAF,2014,2014,South Africa,,40 [24-60],40.00000,24.00000,60.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2013,2013,,AFR,Africa,,ZAF,2013,2013,South Africa,,37 [23-56],37.00000,23.00000,56.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,33 [20-50],33.00000,20.00000,50.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,30 [18-43],30.00000,18.00000,43.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,24 [14-34],24.00000,14.00000,34.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,16 [10-24],16.00000,10.00000,24.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,12 [7-17],12.00000,7.00000,17.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2007,2007,,AFR,Africa,,ZAF,2007,2007,South Africa,,9 [5-13],9.00000,5.00000,13.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2006,2006,,AFR,Africa,,ZAF,2006,2006,South Africa,,6 [4-9],6.00000,4.00000,9.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2005,2005,,AFR,Africa,,ZAF,2005,2005,South Africa,,3 [2-5],3.00000,2.00000,5.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2004,2004,,AFR,Africa,,ZAF,2004,2004,South Africa,,1 [1-2],1.00000,1.00000,2.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,1 [1-1],1.00000,1.00000,1.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,1 [0-1],1.00000,0.00000,1.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2001,2001,,AFR,Africa,,ZAF,2001,2001,South Africa,,0 [0-0],0.00000,0.00000,0.00000,,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2966,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,2000,2000,South Africa,,0 [0-0],0.00000,0.00000,0.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,230 000 [150 000-310 000],230000.00000,150000.00000,310000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,250 000 [160 000-330 000],250000.00000,160000.00000,330000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,2018,2018,South Africa,,260 000 [170 000-360 000],260000.00000,170000.00000,360000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2017,2017,,AFR,Africa,,ZAF,2017,2017,South Africa,,290 000 [180 000-390 000],290000.00000,180000.00000,390000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZAF,2016,2016,South Africa,,300 000 [190 000-400 000],300000.00000,190000.00000,400000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZAF,2015,2015,South Africa,,310 000 [200 000-420 000],310000.00000,200000.00000,420000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2014,2014,,AFR,Africa,,ZAF,2014,2014,South Africa,,340 000 [210 000-450 000],340000.00000,210000.00000,450000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2013,2013,,AFR,Africa,,ZAF,2013,2013,South Africa,,360 000 [230 000-480 000],360000.00000,230000.00000,480000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,380 000 [240 000-520 000],380000.00000,240000.00000,520000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,400 000 [250 000-540 000],400000.00000,250000.00000,540000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,420 000 [270 000-570 000],420000.00000,270000.00000,570000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,450 000 [280 000-600 000],450000.00000,280000.00000,600000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,460 000 [290 000-620 000],460000.00000,290000.00000,620000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2007,2007,,AFR,Africa,,ZAF,2007,2007,South Africa,,480 000 [300 000-640 000],480000.00000,300000.00000,640000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2006,2006,,AFR,Africa,,ZAF,2006,2006,South Africa,,490 000 [310 000-650 000],490000.00000,310000.00000,650000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2005,2005,,AFR,Africa,,ZAF,2005,2005,South Africa,,500 000 [310 000-660 000],500000.00000,310000.00000,660000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2004,2004,,AFR,Africa,,ZAF,2004,2004,South Africa,,500 000 [320 000-670 000],500000.00000,320000.00000,670000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,510 000 [320 000-680 000],510000.00000,320000.00000,680000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,520 000 [320 000-690 000],520000.00000,320000.00000,690000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2001,2001,,AFR,Africa,,ZAF,2001,2001,South Africa,,520 000 [330 000-700 000],520000.00000,330000.00000,700000.00000,,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4659,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,2000,2000,South Africa,,520 000 [320 000-700 000],520000.00000,320000.00000,700000.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,72 [48-93],72.00000,48.00000,93.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,68 [45-88],68.00000,45.00000,88.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,2018,2018,South Africa,,65 [42-84],65.00000,42.00000,84.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2017,2017,,AFR,Africa,,ZAF,2017,2017,South Africa,,61 [40-80],61.00000,40.00000,80.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZAF,2016,2016,South Africa,,57 [37-74],57.00000,37.00000,74.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZAF,2015,2015,South Africa,,52 [34-69],52.00000,34.00000,69.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2014,2014,,AFR,Africa,,ZAF,2014,2014,South Africa,,48 [31-62],48.00000,31.00000,62.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2013,2013,,AFR,Africa,,ZAF,2013,2013,South Africa,,43 [28-56],43.00000,28.00000,56.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,38 [24-50],38.00000,24.00000,50.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,30 [19-40],30.00000,19.00000,40.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,23 [15-31],23.00000,15.00000,31.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,17 [11-23],17.00000,11.00000,23.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,13 [8-17],13.00000,8.00000,17.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2007,2007,,AFR,Africa,,ZAF,2007,2007,South Africa,,8 [5-11],8.00000,5.00000,11.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2006,2006,,AFR,Africa,,ZAF,2006,2006,South Africa,,4 [3-6],4.00000,3.00000,6.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2005,2005,,AFR,Africa,,ZAF,2005,2005,South Africa,,2 [1-3],2.00000,1.00000,3.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2004,2004,,AFR,Africa,,ZAF,2004,2004,South Africa,,1 [1-2],1.00000,1.00000,2.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,1 [1-1],1.00000,1.00000,1.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,1 [0-1],1.00000,0.00000,1.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2001,2001,,AFR,Africa,,ZAF,2001,2001,South Africa,,0 [0-1],0.00000,0.00000,1.00000,,,
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4477,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,2000,2000,South Africa,,0 [0-0],0.00000,0.00000,0.00000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2020,2020,,AFR,Africa,,ZAF,2020,2020,South Africa,,19.1 [12.1-24.7],19.10000,12.10000,24.70000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2019,2019,,AFR,Africa,,ZAF,2019,2019,South Africa,,19.3 [12.2-25],19.30000,12.20000,25.00000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2018,2018,,AFR,Africa,,ZAF,2018,2018,South Africa,,19.4 [12.3-25.2],19.40000,12.30000,25.20000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2017,2017,,AFR,Africa,,ZAF,2017,2017,South Africa,,19.4 [12.3-25.3],19.40000,12.30000,25.30000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZAF,2016,2016,South Africa,,19.3 [12.3-25.3],19.30000,12.30000,25.30000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2015,2015,,AFR,Africa,,ZAF,2015,2015,South Africa,,19.2 [12.3-25],19.20000,12.30000,25.00000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2014,2014,,AFR,Africa,,ZAF,2014,2014,South Africa,,19 [12.2-24.7],19.00000,12.20000,24.70000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2013,2013,,AFR,Africa,,ZAF,2013,2013,South Africa,,18.7 [11.9-24.4],18.70000,11.90000,24.40000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2012,2012,,AFR,Africa,,ZAF,2012,2012,South Africa,,18.4 [11.7-24.1],18.40000,11.70000,24.10000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2011,2011,,AFR,Africa,,ZAF,2011,2011,South Africa,,18.1 [11.4-23.7],18.10000,11.40000,23.70000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2010,2010,,AFR,Africa,,ZAF,2010,2010,South Africa,,17.7 [11.1-23.4],17.70000,11.10000,23.40000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2009,2009,,AFR,Africa,,ZAF,2009,2009,South Africa,,17.3 [10.8-23],17.30000,10.80000,23.00000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2008,2008,,AFR,Africa,,ZAF,2008,2008,South Africa,,16.9 [10.4-22.5],16.90000,10.40000,22.50000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2007,2007,,AFR,Africa,,ZAF,2007,2007,South Africa,,16.5 [10.1-22.1],16.50000,10.10000,22.10000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2006,2006,,AFR,Africa,,ZAF,2006,2006,South Africa,,16.2 [9.9-21.7],16.20000,9.90000,21.70000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2005,2005,,AFR,Africa,,ZAF,2005,2005,South Africa,,15.9 [9.6-21.1],15.90000,9.60000,21.10000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2004,2004,,AFR,Africa,,ZAF,2004,2004,South Africa,,15.4 [9.2-20.6],15.40000,9.20000,20.60000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,2003,2003,South Africa,,14.8 [8.8-19.8],14.80000,8.80000,19.80000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,2002,2002,South Africa,,14.1 [8.4-18.8],14.10000,8.40000,18.80000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2001,2001,,AFR,Africa,,ZAF,2001,2001,South Africa,,13.2 [8-17.7],13.20000,8.00000,17.70000,,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/334,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,2000,2000,South Africa,,12.1 [7.4-16.3],12.10000,7.40000,16.30000,,,
