GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,7.6,,,,,,
SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,18.5,,,,,,
SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,17.8,,,,,,
SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,56,,,,,,
SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,0.05%,,,,,,
SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,0.05%,,,,,,
SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,0.02%,,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1898.05,1898.05000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1831.19,1831.19000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1650.81,1650.81000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1670.07,1670.07000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,1995,1995,,AFR,1995,1995,Africa,,,,,ZAF,South Africa,,,,,,,,,,,784.13,784.13000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1258.97,1258.97000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1487.13,1487.13000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1280.75,1280.75000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1772.75,1772.75000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_ZAF,Data source,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1476.75,1476.75000,,,,,
SA_0000001476,Alcohol expenditure as a per cent of total household expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339,SA_0000001476_ZAF,Data source,,PUBLISHED,Published,,1992,1992,,AFR,1992,1992,Africa,,,,,ZAF,South Africa,,,,,,,,,,,7.8,7.80000,,,,,
SA_0000001476,Alcohol expenditure as a per cent of total household expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339,SA_0000001476_ZAF,Data source,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZAF,South Africa,,,,,,,,,,,0.5,0.50000,,,,,
SA_0000001476,Alcohol expenditure as a per cent of total household expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339,SA_0000001476_ZAF,Data source,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,,,,,,,0.4,0.40000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.7,1.70000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.8,1.80000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.6,1.60000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.7,1.70000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.5,1.50000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.6,1.60000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.5,1.50000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_ZAF,Data Source,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,,,,,,,1.5,1.50000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.40,4.40348,2.70523,6.15640,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.32,0.31895,0.20055,0.44149,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.39,1.38574,0.84443,1.92046,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.70,7.70403,5.73992,9.69473,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.60,1.59586,0.99475,2.22173,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.28,4.27876,2.59798,6.07700,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.35,0.35425,0.22395,0.49875,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.33,1.33313,0.82183,1.89419,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.56,7.56291,5.79868,9.44379,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.60,1.59676,0.96902,2.21858,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.21,4.21265,2.52288,5.93797,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.36,0.35709,0.22358,0.48410,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.33,1.32530,0.81643,1.86731,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.47,7.47273,5.49758,9.40272,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.58,1.57770,0.96128,2.14694,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.29,4.28650,2.60717,5.85288,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.35,0.34924,0.21460,0.47961,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.30,1.30253,0.81042,1.81046,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.32,7.31984,5.46997,9.09919,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.38,1.38157,0.82340,1.89061,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.16,4.16212,2.53158,5.72141,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.35,0.35286,0.20607,0.49596,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.31,1.30963,0.75744,1.80336,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.20,7.20194,5.50728,8.84984,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.38,1.37732,0.83462,1.92062,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.13,4.12599,2.39774,5.78385,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.39,0.39438,0.23862,0.54511,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.32,1.31704,0.81797,1.87527,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.17,7.17289,5.35363,9.02097,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.34,1.33548,0.85354,1.85155,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.14,4.14354,2.55975,5.75742,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.47,0.47054,0.27914,0.65797,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.36,1.35543,0.82877,1.87474,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.30,7.29579,5.47366,9.04741,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.33,1.32628,0.79750,1.84047,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.19,4.19085,2.72099,5.85928,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.54,0.53661,0.33926,0.75189,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.39,1.39380,0.86316,1.93498,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.50,7.49532,5.82488,9.27122,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.37,1.37406,0.85009,1.91029,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.16,4.15923,2.52656,5.70149,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.56,0.55697,0.32690,0.76359,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,SA_SPIRITS,Spirits,,,,,1.39,1.38882,0.84484,1.91357,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,SA_TOTAL,All types,,,,,7.46,7.45724,5.66693,9.28142,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,ZAF,South Africa,,,,,SA_WINE,Wine,,,,,1.35,1.35222,0.84541,1.90779,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHZAF,(WDT) 1961-1999;  (SAWIS) 2000-2018,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,ZAF,South Africa,,,,,SA_BEER,Beer,,,,,4.09,4.09415,2.41298,5.72840,,,
